Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cadeira-gamer-rgb,,,,,,,,,rosa,,,,,,,,,0.0,,0,deny,manual,185.01,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/FOX2.png?v=1775650234,2,"",,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/ROSE.png?v=1775650233,kg,,,
cadeira-gamer-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/FOXRGB.png?v=1775650234,3,"",,,,,,,,
cadeira-gamer-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/ROSE.png?v=1775650233,4,"",,,,,,,,
water-cooler-rise-mode-gamer-black-rgb-240mm,"Water Cooler Rise Mode Gamer Black, RGB, 240mm ⭐⭐⭐⭐⭐","<p data-end=""92"" data-start=""0""><strong data-end=""90"" data-start=""0"">Water Cooler Rise Mode Gamer Black, RGB, 240mm – Desempenho e Estilo no Seu Setup ❄️</strong></p>
<p data-end=""275"" data-start=""94"">🟣  O que acompanha ⬇️⬇️<br data-end=""118"" data-start=""115"">✔️ 1x Water Cooler Rise Mode Gamer Black, RGB, 240mm<br data-end=""173"" data-start=""170"">✔️ 2x Ventoinhas RGB de alto desempenho<br data-end=""215"" data-start=""212"">✔️ 1x Kit de instalação completo<br data-is-only-node="""" data-end=""250"" data-start=""247"">✔️ 1x Manual do usuário</p>
<p data-end=""474"" data-start=""277"">🟣  Resfriamento Eficiente <br data-end=""308"" data-start=""305"">✔️ Radiador de 240mm para dissipação térmica avançada<br data-end=""364"" data-start=""361"">✔️ Bombas silenciosas com alta eficiência de circulação de líquido<br data-end=""433"" data-start=""430"">✔️ Ventoinhas RGB com ótimo fluxo de ar</p>
<p data-end=""630"" data-start=""476"">🟣  Design e Iluminação <br data-end=""504"" data-start=""501"">✔️ Iluminação RGB personalizável para um visual incrível<br data-end=""563"" data-start=""560"">✔️ Acabamento preto elegante, combinando com qualquer setup gamer</p>
<p data-end=""748"" data-start=""632"">🟣  Compatibilidade <br data-end=""656"" data-start=""653"">✔️ Compatível com sockets Intel e AMD<br data-end=""696"" data-start=""693"">✔️ Fácil instalação em diversos tipos de gabinetes</p>
<p data-is-only-node="""" data-is-last-node="""" data-end=""828"" data-start=""750"">🔥 Ideal para manter seu processador na temperatura perfeita com muito estilo!</p>",Black Core,Electronics > Electronics Accessories > Computer Components > Computer System Cooling Parts,"","",true,Cor,branco-4,,,,,,,,,0.0,,-1,deny,manual,120.02,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/WATER3.webp?v=1775650232,1,"",false,,,,kg,,,active
water-cooler-rise-mode-gamer-black-rgb-240mm,,,,,,,,,preto-20,,,,,,,,,0.0,,0,deny,manual,120.02,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/WATER.webp?v=1775650232,2,"",,,,,kg,,,
water-cooler-rise-mode-gamer-black-rgb-240mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/WATER2.webp?v=1775650231,3,"",,,,,,,,
controle-teste,controle teste  ✰ ✰ ✰ ✰ ✰,<p></p>,Black Core,Electronics > Video Game Console Accessories > Charging Docks,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,10.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/sont499.jpg?v=1775650230,1,"",false,,,,kg,,,draft
playstation-2-slim-completo,Playstation 2 Slim Completo ⭐⭐⭐⭐⭐,"<p data-start=""215"" data-end=""275"">👊 <strong data-start=""218"" data-end=""275"">PlayStation 2 Slim — O Clássico Que Nunca Sai de Moda</strong></p>
<p data-start=""277"" data-end=""317"">💰 <strong data-start=""280"" data-end=""317"">Diversão garantida gastando pouco</strong></p>
<p data-start=""319"" data-end=""363"">🎮 <strong data-start=""322"" data-end=""363"">Reviva os melhores jogos da história!</strong></p>
<hr data-start=""365"" data-end=""368"">
<h3 data-section-id=""3bu692"" data-start=""370"" data-end=""395"">🎮 O que você recebe:</h3>
<p data-start=""396"" data-end=""523"">✔️ PlayStation 2 Slim<br data-start=""417"" data-end=""420"">✔️ Controle com fio<br data-start=""439"" data-end=""442"">✔️ 2x Memory Card (salve seus jogos)<br data-start=""478"" data-end=""481"">✔️ Cabo AV + energia<br data-start=""501"" data-end=""504"">✔️ Jogos inclusos</p>
<hr data-start=""525"" data-end=""528"">
<h3 data-section-id=""rq4p1k"" data-start=""530"" data-end=""546"">⚡ Destaques:</h3>
<p data-start=""547"" data-end=""699"">✔️ <strong data-start=""550"" data-end=""589"">Console compacto, leve e resistente</strong><br data-start=""589"" data-end=""592"">✔️ Fácil de usar (ligou, jogou)<br data-start=""623"" data-end=""626"">✔️ Ideal pra jogar sozinho ou com amigos<br data-start=""666"" data-end=""669"">✔️ Também roda filmes em DVD</p>
<hr data-start=""701"" data-end=""704"">
<h3 data-section-id=""19n8obq"" data-start=""706"" data-end=""733"">🎯 Por que vale a pena:</h3>
<p data-start=""734"" data-end=""839"">✔️ Centenas de jogos clássicos<br data-start=""764"" data-end=""767"">✔️ Perfeito pra nostalgia e diversão casual<br data-start=""810"" data-end=""813"">✔️ Ótimo custo-benefício</p>
<hr data-start=""841"" data-end=""844"">
<h3 data-section-id=""1i7rxi5"" data-start=""846"" data-end=""875"">🎮 Clássicos disponíveis:</h3>
<p data-start=""876"" data-end=""1067"">🎮 GTA San Andreas<br data-start=""894"" data-end=""897"">🎮 God of War 1 e 2<br data-start=""916"" data-end=""919"">🎮 Resident Evil 4<br data-start=""937"" data-end=""940"">🎮 Shadow of the Colossus<br data-start=""965"" data-end=""968"">🎮 Gran Turismo 4<br data-start=""985"" data-end=""988"">🎮 Tekken 5<br data-start=""999"" data-end=""1002"">🎮 Bully<br data-start=""1010"" data-end=""1013"">🎮 Need for Speed<br data-start=""1030"" data-end=""1033"">🎮 Tony Hawk<br data-start=""1045"" data-end=""1048"">🎮 E muitos outros!</p>
<hr data-start=""1069"" data-end=""1072"">
<p data-start=""1074"" data-end=""1122"">💥 <strong data-start=""1077"" data-end=""1122"">Um dos consoles mais vendidos da história</strong></p>
<p data-start=""1124"" data-end=""1188"">⚠️ <strong data-start=""1127"" data-end=""1162"">Estoque limitado — saída rápida</strong></p>",Black Core,Electronics > Video Game Consoles,"","",true,Title,Default Title,,,,,,,,,0.0,,-102,deny,manual,199.95,299.99,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/8725f78d2a3306284ccdef200b734658.jpg?v=1775650229,1,"",false,,,,kg,,,active
playstation-2-slim-completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/ps235.png?v=1775650230,2,"",,,,,,,,
playstation-2-slim-completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/s-l1600_1.jpg?v=1775650229,3,"",,,,,,,,
xbox-360-slim,Xbox 360 Slim   ⭐⭐⭐⭐⭐,"<p data-start=""222"" data-end=""248"">👊 <strong data-start=""225"" data-end=""248"">Xbox 360 Slim 250GB</strong></p>
<p data-start=""250"" data-end=""301"">💰 <strong data-start=""253"" data-end=""301"">Diversão garantida com ótimo custo-benefício</strong></p>
<p data-start=""303"" data-end=""346"">🚀 <strong data-start=""306"" data-end=""346"">Perfeito pra jogar sem gastar muito!</strong></p>
<hr data-start=""348"" data-end=""351"">
<h3 data-section-id=""3bu692"" data-start=""353"" data-end=""378"">🎮 O que você recebe:</h3>
<p data-start=""379"" data-end=""487"">✔️ Xbox 360 Slim<br data-start=""395"" data-end=""398"">✔️ Controle original sem fio<br data-start=""426"" data-end=""429"">✔️ Cabo HDMI + energia<br data-start=""451"" data-end=""454"">✔️ Manual<br data-start=""463"" data-end=""466"">✔️ Jogos instalados</p>
<hr data-start=""489"" data-end=""492"">
<h3 data-section-id=""rq4p1k"" data-start=""494"" data-end=""510"">⚡ Destaques:</h3>
<p data-start=""511"" data-end=""681"">✔️ <strong data-start=""514"" data-end=""546"">Console compacto e confiável</strong><br data-start=""546"" data-end=""549"">✔️ Roda jogos em até <strong data-start=""570"" data-end=""587"">Full HD 1080p</strong><br data-start=""587"" data-end=""590"">✔️ <strong data-start=""593"" data-end=""619"">250GB de armazenamento</strong><br data-start=""619"" data-end=""622"">✔️ Wi-Fi integrado<br data-start=""640"" data-end=""643"">✔️ Ideal pra jogar offline ou online</p>
<hr data-start=""683"" data-end=""686"">
<h3 data-section-id=""pqz33"" data-start=""688"" data-end=""714"">🎯 Diversão garantida:</h3>
<p data-start=""715"" data-end=""817"">✔️ Grandes clássicos do Xbox<br data-start=""743"" data-end=""746"">✔️ Perfeito pra uso casual ou família<br data-start=""783"" data-end=""786"">✔️ Excelente opção pelo preço</p>
<hr data-start=""819"" data-end=""822"">
<h3 data-section-id=""1jyjx4r"" data-start=""824"" data-end=""849"">🎮 Jogos disponíveis:</h3>
<p data-start=""850"" data-end=""1078"">🎮 GTA V<br data-start=""858"" data-end=""861"">🎮 Red Dead Redemption<br data-start=""883"" data-end=""886"">🎮 Skyrim<br data-start=""895"" data-end=""898"">🎮 Halo 3<br data-start=""907"" data-end=""910"">🎮 Gears of War 3<br data-start=""927"" data-end=""930"">🎮 Battlefield 3<br data-start=""946"" data-end=""949"">🎮 Call of Duty Black Ops<br data-start=""974"" data-end=""977"">🎮 Forza Motorsport 4<br data-start=""998"" data-end=""1001"">🎮 Minecraft<br data-start=""1013"" data-end=""1016"">🎮 Batman Arkham City<br data-start=""1037"" data-end=""1040"">🎮 Left 4 Dead 2<br data-start=""1056"" data-end=""1059"">🎮 E muitos outros!</p>
<hr data-start=""1080"" data-end=""1083"">
<p data-start=""1085"" data-end=""1134"">💥 <strong data-start=""1088"" data-end=""1134"">Um dos consoles mais populares já lançados</strong></p>
<p data-start=""1136"" data-end=""1200"">⚠️ <strong data-start=""1139"" data-end=""1174"">Estoque limitado — saída rápida</strong></p>",Black Core,Electronics > Video Game Consoles,"","",true,Title,Default Title,,,,,,,,,0.0,,-9,deny,manual,299.99,399.99,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/WhatsApp_Image_2024-11-14_at_18.52.52.jpg?v=1775650227,1,"",false,,,,kg,,,active
playstation-3-super-slim,Playstation 3 Super Slim   ⭐⭐⭐⭐⭐,"<p data-start=""253"" data-end=""290"">👊 <strong data-start=""256"" data-end=""290"">PlayStation 3 Super Slim 500GB</strong></p>
<p data-start=""292"" data-end=""355"">💰 <strong data-start=""295"" data-end=""355"">Ótimo custo-benefício pra quem quer jogar gastando pouco</strong></p>
<p data-start=""357"" data-end=""411"">🚀 <strong data-start=""360"" data-end=""411"">Perfeito pra diversão em casa sem gastar muito!</strong></p>
<hr data-start=""413"" data-end=""416"">
<h3 data-section-id=""3bu692"" data-start=""418"" data-end=""443"">🎮 O que você recebe:</h3>
<p data-start=""444"" data-end=""563"">✔️ PS3 Super Slim 500GB<br data-start=""467"" data-end=""470"">✔️ 2 Controle original DualShock 3<br data-start=""502"" data-end=""505"">✔️ Cabo HDMI + energia<br data-start=""527"" data-end=""530"">✔️ Manual<br data-start=""539"" data-end=""542"">✔️ Jogos instalados</p>
<hr data-start=""565"" data-end=""568"">
<h3 data-section-id=""rq4p1k"" data-start=""570"" data-end=""586"">⚡ Destaques:</h3>
<p data-start=""587"" data-end=""759"">✔️ <strong data-start=""590"" data-end=""628"">Console compacto, leve e econômico</strong><br data-start=""628"" data-end=""631"">✔️ Roda jogos em <strong data-start=""648"" data-end=""665"">Full HD 1080p</strong><br data-start=""665"" data-end=""668"">✔️ <strong data-start=""671"" data-end=""697"">500GB de armazenamento</strong><br data-start=""697"" data-end=""700"">✔️ Wi-Fi integrado<br data-start=""718"" data-end=""721"">✔️ Ideal pra jogar offline ou online</p>
<hr data-start=""761"" data-end=""764"">
<h3 data-section-id=""pqz33"" data-start=""766"" data-end=""792"">🎯 Diversão garantida:</h3>
<p data-start=""793"" data-end=""902"">✔️ Grandes clássicos do PlayStation<br data-start=""828"" data-end=""831"">✔️ Perfeito pra uso casual ou família<br data-start=""868"" data-end=""871"">✔️ Excelente opção pelo preço</p>
<hr data-start=""904"" data-end=""907"">
<h3 data-section-id=""1ouju1u"" data-start=""909"" data-end=""931"">🎮 Jogos inclusos:</h3>
<p data-start=""932"" data-end=""1152"">🎮 GTA V<br data-start=""940"" data-end=""943"">🎮 Red Dead Redemption<br data-start=""965"" data-end=""968"">🎮 The Last of Us<br data-start=""985"" data-end=""988"">🎮 God of War III<br data-start=""1005"" data-end=""1008"">🎮 Uncharted 2<br data-start=""1022"" data-end=""1025"">🎮 Minecraft<br data-start=""1037"" data-end=""1040"">🎮 Battlefield 3 e 4<br data-start=""1060"" data-end=""1063"">🎮 Gran Turismo 6<br data-start=""1080"" data-end=""1083"">🎮 Metal Gear Solid V<br data-start=""1104"" data-end=""1107"">🎮 Assassin’s Creed III<br data-start=""1130"" data-end=""1133"">🎮 E muitos outros!</p>
<hr data-start=""1154"" data-end=""1157"">
<p data-start=""1159"" data-end=""1229"">💥 <strong data-start=""1162"" data-end=""1229"">Melhor opção pra quem quer economizar e ainda se divertir muito</strong></p>
<p data-start=""1231"" data-end=""1295"">⚠️ <strong data-start=""1234"" data-end=""1269"">Estoque limitado — saída rápida</strong></p>",Black Core,Electronics > Video Game Consoles,"","",true,Title,Default Title,,,,,,,,,0.0,,-144,deny,manual,399.90,649.99,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/1774902077551.jpg?v=1775650226,1,"",false,,,,kg,,,active
playstation-3-super-slim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/1774902077556.jpg?v=1775650226,2,"",,,,,,,,
playstation-3-super-slim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/641555838_964819985994616_8005565240022176468_n.jpg?v=1775650227,3,"",,,,,,,,
projetor-hy300-1,Projetor Hy300 ⭐⭐⭐⭐⭐,"<p><strong>🟣O que acompanha</strong><br>✔️ 1x Projetor HY300<br>✔️ 1x Controle remoto<br>✔️ 1x Cabo de energia<br>✔️ 1x Cabo AV<br>✔️ 1x Manual do usuário</p>
<p><strong>🟣Design e Portabilidade</strong><br>✔️ Modelo <strong>compacto e leve</strong>, fácil de transportar e instalar.<br>✔️ <strong>Design moderno</strong> que se adapta a qualquer ambiente.</p>
<p><strong>🟣Imagem e Desempenho</strong><br>✔️ Suporte a resolução <strong>Full HD 1080p</strong> para imagens nítidas e claras.<br>✔️ <strong>Projeção de tela de até 120 polegadas</strong>, perfeita para filmes e jogos.</p>
<p><strong>🟣Conectividade e Compatibilidade</strong><br>✔️ Entradas <strong>HDMI, USB, AV e cartão SD</strong> para diferentes opções de conexão.<br>✔️ Compatível com <strong>TV Box, consoles, notebooks e outros dispositivos</strong>.</p>
<p><strong>🟣Som e Experiência Imersiva</strong><br>✔️ <strong>Alto-falantes embutidos</strong> com som claro e potente para uma boa imersão.<br>✔️ Suporte para conectar <strong>caixas de som externas</strong>, caso prefira maior potência sonora.</p>
<p><strong>🟣Aplicações e Uso</strong><br>✔️ <strong>Ideal para assistir filmes, jogar, apresentações e reuniões</strong>.<br>✔️ <strong>Versátil</strong> para uso em casa, escritório ou pequenos eventos.</p>",Black Core,Electronics > Video > Projectors,"","",true,Title,Default Title,,,,,,,,,0.0,,-66,deny,manual,99.92,199.99,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/1774902077244.jpg?v=1775650225,1,"",false,,,,kg,,,active
projetor-hy300-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/1774902077282.jpg?v=1775650225,2,"",,,,,,,,
projetor-hy300-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/1774902077297.jpg?v=1775650225,3,"",,,,,,,,
projetor-hy300-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/61XxuR41ztL.jpg?v=1775650225,4,"",,,,,,,,
projetor-hy320,Projetor Hy320 ⭐⭐⭐⭐⭐,"<p data-start=""0"" data-end=""137"" class=""""><strong data-start=""3"" data-end=""22"">🟣 O que acompanha</strong><br data-start=""22"" data-end=""25"">✔️ 1x Projetor HY320<br data-start=""45"" data-end=""48"">✔️ 1x Controle remoto<br data-start=""69"" data-end=""72"" data-is-only-node="""">✔️ 1x Cabo de energia<br data-start=""93"" data-end=""96"">✔️ 1x Cabo AV<br data-start=""109"" data-end=""112"">✔️ 1x Manual do usuário</p>
<p data-start=""139"" data-end=""284"" class=""""><strong data-start=""142"" data-end=""168"">🟣 Design e Portabilidade</strong><br data-start=""168"" data-end=""171"">✔️ Modelo <strong data-start=""181"" data-end=""200"">compacto e leve</strong>, fácil de transportar.<br data-start=""223"" data-end=""226"">✔️ <strong data-start=""229"" data-end=""247"">Visual moderno</strong> que combina com qualquer ambiente.</p>
<p data-start=""286"" data-end=""427"" class=""""><strong data-start=""289"" data-end=""312"">🟣 Imagem e Desempenho</strong><br data-start=""312"" data-end=""315"">✔️ Suporte a resolução <strong data-start=""338"" data-end=""355"">Full HD 1080p</strong> para imagens nítidas.<br data-start=""377"" data-end=""380"">✔️ <strong data-start=""383"" data-end=""424"">Projeção de tela de até 120 polegadas</strong>.</p>
<p data-start=""429"" data-end=""574"" class=""""><strong data-start=""432"" data-end=""467"">🟣 Conectividade e Compatibilidade</strong><br data-start=""467"" data-end=""470"">✔️ Entradas <strong data-start=""482"" data-end=""511"">HDMI, USB, AV e cartão SD</strong>.<br data-start=""512"" data-end=""515"">✔️ Compatível com <strong data-start=""533"" data-end=""571"">consoles, notebooks, TV Box e mais</strong>.</p>
<p data-start=""576"" data-end=""727"" class=""""><strong data-start=""579"" data-end=""609"">🟣 Som e Experiência Imersiva</strong><br data-start=""609"" data-end=""612"">✔️ <strong data-start=""615"" data-end=""642"">Alto-falantes embutidos</strong> com som claro e potente.<br data-start=""667"" data-end=""670"">✔️ Suporte para conexão com <strong data-start=""698"" data-end=""724"">caixas de som externas</strong>.</p>",Black Core,Electronics > Video > Projectors,"","",true,Title,Default Title,,,,,,,,,0.0,,-20,deny,manual,145.96,249.99,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/1024px-1-312313c4e154c8b98a17163259448296-1024-1024.jpg?v=1775650223,1,"",false,,,,kg,,,active
projetor-hy320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/71E1AupiA5L.jpg?v=1775650223,2,"",,,,,,,,
projetor-hy320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/projetorj.png?v=1775650224,3,"",,,,,,,,
console-ps4-slim,Playstation 4 Slim 1TB  [ Leia descrição ] ⭐⭐⭐⭐⭐,"<h3 data-end=""287"" data-start=""247""><span style=""color: rgb(0, 0, 0);"">👊 PlayStation 4 Slim 1TB + 15 Jogos</span></h3>
<h3 data-end=""438"" data-start=""289"">
<span style=""color: rgb(0, 0, 0);"">💰 Valor total: R$900</span><br data-end=""317"" data-start=""314""><span style=""color: rgb(0, 0, 0);"">✅ Entrada: R$399,90</span><br data-end=""343"" data-start=""340""><span style=""color: rgb(0, 0, 0);"">💳 Restante em até 4x de R$125,03 sem juros</span><br data-end=""393"" data-start=""390""><span style=""color: rgb(0, 0, 0);"">📄 Parcelas via boleto (acompanham o produto)</span>
</h3>
<h3 data-end=""481"" data-start=""440""><span style=""color: rgb(0, 0, 0);"">🚀 Pronto pra jogar!</span></h3>
<hr data-end=""486"" data-start=""483"">
<h3 data-end=""513"" data-start=""488"" data-section-id=""3bu692"">🎮 O que você recebe:</h3>
<p data-end=""633"" data-start=""514"">✔️ PS4 Slim 1TB<br data-end=""532"" data-start=""529"">✔️ 2 Controle original DualShock 4<br data-end=""567"" data-start=""564"">✔️ Cabo HDMI + energia<br data-end=""592"" data-start=""589"">✔️ Manual<br data-end=""604"" data-start=""601"">✔️ <strong data-end=""633"" data-start=""607"">15 jogos já instalados</strong></p>
<hr data-end=""638"" data-start=""635"">
<h3 data-end=""656"" data-start=""640"" data-section-id=""rq4p1k"">⚡ Destaques:</h3>
<p data-end=""793"" data-start=""657"">✔️ Roda jogos em <strong data-end=""691"" data-start=""674"">Full HD 1080p</strong><br data-end=""694"" data-start=""691"">✔️ <strong data-end=""714"" data-start=""697"">1TB de espaço</strong> (muitos jogos)<br data-end=""732"" data-start=""729"">✔️ Wi-Fi integrado<br data-end=""753"" data-start=""750"">✔️ Console leve, compacto e silencioso</p>
<hr data-end=""798"" data-start=""795"">
<h3 data-end=""822"" data-start=""800"" data-section-id=""bdmsmb"">🎯 Jogos inclusos:</h3>
<p data-end=""1115"" data-start=""823"">🎮 GTA V<br data-end=""834"" data-start=""831"">🎮 Red Dead Redemption 2<br data-end=""861"" data-start=""858"">🎮 FIFA 23<br data-end=""874"" data-start=""871"">🎮 Call of Duty MW II<br data-end=""898"" data-start=""895"">🎮 God of War<br data-end=""914"" data-start=""911"">🎮 The Last of Us Part II<br data-end=""942"" data-start=""939"">🎮 Spider-Man<br data-end=""958"" data-start=""955"">🎮 Horizon Zero Dawn<br data-end=""981"" data-start=""978"">🎮 Ghost of Tsushima<br data-end=""1004"" data-start=""1001"">🎮 Minecraft<br data-end=""1019"" data-start=""1016"">🎮 Cyberpunk 2077<br data-end=""1039"" data-start=""1036"">🎮 Assassin’s Creed Valhalla<br data-end=""1070"" data-start=""1067"">🎮 NBA 2K23<br data-end=""1084"" data-start=""1081"">🎮 Fortnite<br data-end=""1098"" data-start=""1095"">🎮 Apex Legends</p>
<hr data-end=""1120"" data-start=""1117"">
<p data-end=""1202"" data-start=""1122"">⚠️ <strong data-end=""1160"" data-start=""1125"">Estoque limitado — alta demanda</strong></p>",Black Core,Electronics > Video Game Consoles,"","",true,Title,Default Title,,,,,,,,,0.0,,-33,deny,manual,649.99,1099.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/1774902077403.jpg?v=1775650221,1,"",false,,,,kg,,,active
console-ps4-slim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/1774902077344.jpg?v=1775650222,2,"",,,,,,,,
playstation-5,PlayStation 5 - ENTRADA  [ Leia descrição ] ⭐⭐⭐⭐⭐,"<h3 data-end=""191"" data-start=""0"">
<span style=""color: rgb(9, 9, 9);"">🎮 <strong data-end=""84"" data-start=""45"">Forma de pagamento do PlayStation 5</strong></span><br data-end=""87"" data-start=""84""><span style=""color: rgb(9, 9, 9);"">💰 <strong data-end=""106"" data-start=""90"">Valor total:</strong> R$2200</span><br data-end=""116"" data-start=""113""><span style=""color: rgb(9, 9, 9);"">✅ <strong data-end=""130"" data-start=""118"">Entrada:</strong> R$399,90</span><br data-end=""142"" data-start=""139""><span style=""color: rgb(9, 9, 9);"">💳 <strong data-end=""158"" data-start=""145"">Restante:</strong> R$1800,10 parcelado em até <strong data-end=""214"" data-start=""186"">8x de R$225,01 sem juros</strong></span><br data-end=""217"" data-start=""214""><span style=""color: rgb(9, 9, 9);"">📄 <strong data-end=""269"" data-start=""220"">Os boletos das parcelas acompanham o produto.</strong></span><br><br>Adquira o seu agora!<br>
</h3>
<p>🟣 O que acompanha  <br>✔️ 1x Console PlayStation 5  <br>✔️ 1x Controle sem fio DualSense  <br>✔️ 1x Cabo HDMI  <br>✔️ 1x Cabo de energia  <br>✔️ 1x Base para PS5  <br>✔️ Manual do usuário  </p>
<p>🟣 Design e Armazenamento  <br>✔️ Design futurista com iluminação inovadora.  <br>✔️ Armazenamento SSD de 825GB para tempos de carregamento ultrarrápidos.  </p>
<p>🟣 Desempenho e Gráficos  <br>✔️ Resolução 4K nativa com até 120 FPS para uma jogabilidade incrível.  <br>✔️ Suporte a Ray Tracing para gráficos realistas e iluminação dinâmica.  </p>
<p>🟣 Conectividade e Compatibilidade  <br>✔️ Wi-Fi 6 para conexão rápida e estável.  <br>✔️ Retrocompatível com muitos jogos do PS4.  </p>
<p>🟣 Experiência Imersiva  <br>✔️ Controle DualSense com feedback tátil e gatilhos adaptáveis para uma imersão única.  <br>✔️ Áudio 3D para uma experiência sonora envolvente.  </p>
<p>🟣 Jogos inclusos abaixo ⬇️  <br>✔️ FIFA 23  <br>✔️ Call of Duty: Modern Warfare II  <br>✔️ Fortnite  <br>✔️ Apex Legends  <br>✔️ Red Dead Redemption 2  <br>✔️ Grand Theft Auto V  <br>✔️ Assassin's Creed Valhalla  <br>✔️ Minecraft  <br>✔️ Cyberpunk 2077  <br>✔️ NBA 2K23  <br>✔️ Horizon Forbidden West  <br>✔️ Demon's Souls  <br>✔️ Ratchet &amp; Clank: Rift Apart  <br>✔️ Spider-Man: Miles Morales  <br>✔️ Final Fantasy VII Remake</p>",Black Core,Electronics > Video Game Consoles,"","",true,Title,Default Title,,,,,,,,,0.0,,-20,deny,manual,399.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/1774902077180.jpg?v=1775650221,1,"",false,,,,kg,,,active
